date,close,v8_cmf,future_return_5d
2021-06-07,1.122,,-0.0089126559714795
2021-06-08,1.138,,-0.035149384885764356
2021-06-09,1.145,,-0.029694323144104806
2021-06-10,1.149,,-0.013054830287206332
2021-06-11,1.108,,0.06498194945848357
2021-06-15,1.112,,0.05485611510791366
2021-06-16,1.098,,0.06557377049180313
2021-06-17,1.111,,0.036903690369036735
2021-06-18,1.134,,0.01940035273368612
2021-06-21,1.18,,-0.016949152542372947
2021-06-22,1.173,,-0.03239556692242118
2021-06-23,1.17,,-0.015384615384615441
2021-06-24,1.152,,-0.04079861111111105
2021-06-25,1.156,,-0.07871972318339093
2021-06-28,1.16,,-0.0775862068965516
2021-06-29,1.135,,-0.04933920704845818
2021-06-30,1.152,,-0.03906249999999989
2021-07-01,1.105,,0.04253393665158356
2021-07-02,1.065,,0.07323943661971843
2021-07-05,1.07,-0.024810145349032166,0.08411214953271018
2021-07-06,1.079,0.012096237215503847,0.06858202038924932
2021-07-07,1.107,0.01811182802442846,0.02168021680216814
2021-07-08,1.152,0.10214658766633002,-0.01909722222222221
2021-07-09,1.143,0.05884585069262323,0.03149606299212593
2021-07-12,1.16,0.13643395410054862,0.007758620689655382
2021-07-13,1.153,0.11098314298239192,0.03209019947961833
2021-07-14,1.131,0.11608980642788207,0.06896551724137945
2021-07-15,1.13,0.09427477977024155,0.06725663716814156
2021-07-16,1.179,0.12996574610104947,0.046649703138252674
2021-07-19,1.169,0.029358836656774766,0.06330196749358441
2021-07-20,1.19,0.07580517639541974,0.0235294117647058
2021-07-21,1.209,0.11436827375422817,-0.042183622828784295
2021-07-22,1.206,0.1861172915263906,0.0016583747927032544
2021-07-23,1.234,0.17517074596461069,-0.02269043760129663
2021-07-26,1.243,0.08384308048748018,0.022526146419951543
2021-07-27,1.218,0.05041932132539108,0.027093596059113212
2021-07-28,1.158,-0.0012237265708510718,0.11053540587219346
2021-07-29,1.208,0.09945541455643118,0.10182119205298013
2021-07-30,1.206,0.1455227839793406,0.11276948590381441
2021-08-02,1.271,0.19448265886565924,0.04878048780487809
2021-08-03,1.251,0.14218560141965914,0.10711430855315762
2021-08-04,1.286,0.15580707395408414,0.07231726283048201
2021-08-05,1.331,0.1309977587074052,0.0067618332081142984
2021-08-06,1.342,0.17066128693994514,-0.005216095380029873
2021-08-09,1.333,0.13404813662440743,-0.01800450112528129
2021-08-10,1.385,0.16703104539173458,-0.07075812274368243
2021-08-11,1.379,0.16354200357690588,-0.040609137055837574
2021-08-12,1.34,0.11865801250163363,0.00746268656716409
2021-08-13,1.335,0.07170271611135802,0.008239700374532033
2021-08-16,1.309,0.06949380204773715,0.07333842627960285
2021-08-17,1.287,0.017088637127539698,0.08547008547008561
2021-08-18,1.323,0.023951711017563035,0.04535147392290262
2021-08-19,1.35,0.03627239307393568,0.020740740740740504
2021-08-20,1.346,0.014744358096349693,0.006686478454680511
2021-08-23,1.405,0.09841729577729504,-0.009964412811387935
2021-08-24,1.397,0.21576887398137332,-0.0021474588403722628
